Affiliation Number,Name,Head/Principal Name,Status,Affiliated unto,Address,Phone no.,Email,Website
1530183,OMM INTERNATIONAL SCHOOL,ASHOK KUMAR PANIGRAHI,Secondary School,31/03/2025,"AT-ULBA,PO-PATNAGARH, DIST-BOLANGIR, ST-ODISHA ,767041","6658 ,222333",chemistryashokkumar@gmail.com,
1530199,ONENESS INTERNATIONAL SCHOOL,SIBA PRASAD MISHRA,Senior Secondary,31/03/2025,"AT-BARABHUJIA, P.O:-NALIPADA ARJUNPUR, DIST:-KHURDA ,752057","6755 ,223131",PRINCIPAL@ONENESSINTERNATIONALSCHOOL.COM,http://www.onenessinternationalschool.com
2430215,OPEN TRUTH ENGLISH MEDIUM SCHOOL,Alek Uddin Sheikh,Secondary School,31/03/2025,"VILL-PURBA CHAKCHAKA, PO-BAROBISA, DISTT. JALPAIGURI, PIN-736201 ,736201","3564 ,9735948722",sheilkhuddin1269@gmail.com,
1530067,ORDNANCE FACTORY SCHOOL,SRAVAN KUMAR SWARNA,Secondary School,31/03/2025,"AT/PO BODMAL DT BOLANGIR ORISSA ,767770","6655 ,250055",sravanorganic@gmail.com,
1530099,ORIENTAL PUBLIC SCHOOL,MRS. SUSAMA MISHRA,Senior Secondary,31/03/2024,"AT/ PO. MALAMUNDA, DISTT BOLANGIR, ORISSA ,767002","6652 ,06652-230025",oriental_pbsbgr@rediffmail.com,http://www.opsbalangir.org
2430139,ORIENTAL PUBLIC SCHOOL,HARDEEP KAUR JANDU,Senior Secondary,31/03/2023,"INDUSTRIAL GROWTH CENTRE(IGC), PHASE-III ,741235","033 ,65486762",orientalpc@rediffmail.com,
3330063,ORIENTAL PUBLIC SCHOOL,Israr Ahmad Khan,Senior Secondary,31/03/2026,"NEAR MAHAMAYA TEMPLE AMBIKAPUR DISTT SURGUJA CHHATISGARH ,497001","7774 ,227183",israrkhan.suri@gmail.com,
1530117,OXFORD PUBLIC SCHOOL,SARAT KUMAR  MISHRA,Secondary School,31/03/2026,"AT/PO DHAMNAGAR, DISTT BHADRAK, DHAMNAGAR, ORISSA-756117 ,756117","6786 ,236126",msaratkumar9@gmail.com,http://www.shivkarancollege.com
1530102,PADAMPUR PUBLIC SCHOOL,MR. ANANDA JAL,Senior Secondary,31/03/2025,"AT/P.O. PADAMPUR, BARGARH, ORISSA ,768036","6683 ,223066",padampurpublicschool@gmail.com,www.padampurpublicschool.com
2430290,PANDIT ISWAR CHANDRA VIDYASAGAR MISSION,MRS.  KAKALI BHATTACHARYYA,Secondary School,31/03/2024,"VILL-MARICHYA,P.O-DANDIPUR,P.S-GHATAL,DIST-PASCHIM MEDINIPUR,PIN-721222 ,721222",",9733594776",picvm2017@gmail.com,www.picvm.com
2430022,PANISHEOLA INDIRA SAMRITI VIDYAPEETH,Kakuli Haldar,Senior Secondary,31/03/2025,"VILL & PO PANISHOOLA PS HARIPAL DISTT HOOGHLY WEST BENGAL ,712402","3212 ,242639,8436218747",pisv.cbse.haripal@gmail.com,
3330207,"PODAR INTERNATIONAL SCHOOL,",Vishwadeep Shukla,Secondary School,31/03/2023,"NH 30,CANAL ROAD, MANA BASTI, RAIPUR ,492015","0771 ,6055237",principal.raipur@podar.org,http://www.podar.org
3330379,POLICE PUBLIC SCHOOL,MR,Senior Secondary,31/03/2023,"PENSION BADA, POLICE LINE RAIPUR-492001 CHHATTISGARH ,",",",,
2430095,PRABHARANI PUBLIC SCHOOL,MR. SANTOSH KUMAR DAS,Senior Secondary,31/03/2024,"2 NO. BANJETIA, P.O.-BANJETIA, PS BERHAMPORE, DISTT MURSHIDABAD, WEST BENGAL ,742102","3482 ,(03482)267102,",prabharanipublicschool@yahoo.com,http://www.prabharanipublicschool.edu.in/
1530037,PRABHUJEE ENGLISH MEDIUM SCHOOL,SURENDRA MOHARANA,Senior Secondary,31/03/2024,"KRIYA YOGA ASHRAM V S S NAGAR BHUBNESHWAR, DISTT KHURDA, ORISSA ,751004","07152 ,481559",davcspur@dte.vsnl.net.in,
1530124,"PRABHUJEEE ENGLISH MEDIUM SCHOOL, RAIRAKHOL",OM PUHAN,Senior Secondary,31/03/2015,"S.S. FOUNDATION, BRUNDABAN VIHAR, RAIRAKHOL, SAMBALPUR, 768106 ,768106","6644 ,253160",ompuhan2007@rediffmail.com,
1530255,PRABHUSHREE ENGLISH MEDIUM SCHOOL,,Secondary School,31/03/2025,",752002",",06752211633",rcsarangi@gmail.com,
1530115,PRAKASH VIDYALAYA,KRISHNA NISONKO,Secondary School,31/03/2022,"RING ROAD, NEW POWER HOUSE COLONY, JEYPE, KORAPUT ,764001","6854 ,7683848534",knisonko@gmail.com,
1530239,PRANABALLAV PUBLIC SCHOOL,Mr.Dilip Kumar Mishra,Secondary School,31/03/2025,"AT/PO-GOHIRA VIA-GHASIPURA ,758015",",06731220107",ppspks2016@gmail.com,
3330050,PRANVANANDA ACADEMY,ANINDITA GHOSH,Senior Secondary,31/03/2023,"VIP ROAD PO DEVPURI RAIPUR CHHATTISGARH ,492001","0771 ,6996222",aninditaghosh27@rediffmail.com,
3330252,PRATIBHA PUBLIC SCHOOL,NARAHARI PATTANAIK,Senior Secondary,31/03/2025,"SARSIWA ROAD ,493558","9111 ,107321",nhpattanail@gmail.com,
3330240,PRATIBHA PUBLIC SCHOOL,PRASHANT DEEP ,Secondary School,31/03/2025,"BAGBAHARA, POST BAGBAHARA ,493449","0770 ,9425503713",deepprashant15@gmail.com,http://www.xyz.com
3330406,PRATIBHA PUBLIC SCHOOL BASNA,MRS. MEHERUN NISHA KHATUN,Secondary School,31/03/2024,"VILLAGE : KHATKHATI ,493554",",9111107335",ppskhatkhati@gmail.com,www.ppsbasna.com
3330237,PRATIBHASTHALI GYANODAYA VIDYAPEETH,MISS NEERAJ KALA,Senior Secondary,31/03/2026,"PRATIBHASTHALI GYANODAYA VIDYAPEETH CHANDRAGIRI TEERTH RAJKATTA DONGARGARH C.G 491445 ,491445","7823 ,9009717108,",pratibhasthali2@gmail.com,http://www.pratibhasthali.com
3330378,PRATYUSH PADARHA,MRS. VINITA SHARMA,Secondary School,31/03/2023,"BRAHMAVID THE GLOBAL SCHOOL BAHATOGAON ROAD, TOWARDS MAHADEV GHAT, BHATAGAON ,492001",",07772998877",cbse@brahmavid.com,http://www.brahmavid.com
3330250,PRISM PUBLIC SCHOOL,MRS. SWAPNIL R JANA,Senior Secondary,31/03/2024,"MAHKAKURD, UTAI-GANAYARI ROAD ,491107",",07883203545",admpsbe@gmail.com,www.prism.ac.in
2430032,PRIYADARSHINI PUBLIC SCHOOL,RANJANA CHOUDHURY,Senior Secondary,31/03/2025,"KULTI P.O. KULTI DISTT. BURDWAN WEST BENGAL ,713343","0341 ,2515678",,
1530050,PUBLIC SCHOOL,SUMATI PANDA,Secondary School,31/03/2024,"NARAYANI ROAD PHULBANI ISSA ,762001","6842 ,253555",sumati1761@gmail.com,
2430203,PURV INTERNATIONAL SCHOOL,MR.SUBRATA CHATTOPADHYAY,Senior Secondary,31/03/2026,"BURDWAN, WEST BENGAL-713204 ,713204","2952 ,9434019493,",gis.durgapur@gmail.com,http://www.gisdgp.com
3330369,R K SARDA VIDYA ASHRAM,MR. AMAR KANT MISHRA,Secondary School,31/03/2023,"R K SARDA VIDYA ASHRAM, OPPOSITE NEW POLICE STATION, MUJGAHAN, OLD DHAMTARI ROAD, VILLAGE - MUJGAHAN, POST - SEJBAHAR, DISTRICT - RAIPUR, STATE - CHHATTISGARH PIN CODE - 492 015 ,492015",",07712972895",principal@rksva.org,www.rksva.org
1530252,R.B. GURUKUL,Mr.FAKIRA CHARAN PALAI,Secondary School,31/03/2025,"15NO, HASINA, PO- MANGARAJPUR, VIA- KUJANG, DIST- JAGATSINGHPUR-754141 ,754141",",9853788756",rbgurukula@gmail.com,
1530175,RABINDRA VIDYA NIKETAN,Nandini Mukherjee,Senior Secondary,31/03/2023,"N H - 6, BADHAL, KEONJHAR ,758001","0676 ,258132",nandini.mukherjee0@gmail.com,http://www.rvniketan.com
1530027,RADHA SAOMI ENGLISH SCHOOL,Charan Pal Verma,Secondary School,31/03/2025,"AT & P.O. BONDAMUNDA SECTOR C DISTT SUNDERGARH ORISSA ,770032","0661 ,2530170",charan.verma@rediffmail.com,
3330026,RADIANT PUBLIC SCHOOL,V AGRAWAL,Senior Secondary,31/03/2024,"R D NAGAR(NIMORA) P.O. BENDRI RAIPUR CHHATTISGARH ,493661","0771 ,2473333",rpsrpr@gmail.com,http://www.ambalschools.com
2480020,RAILWAY HIGHER SECONDARY SCHOOL,RAJ KAMAL,Senior Secondary,31/03/2022,"N.F. RAILWAY, ALIPUR DUAR, JUNCTION, DIST-ALIPUR DUAR, WEST BENGAL ,736123","3564 ,253606",rajkamalprincipalic@gmail.com,
1530142,RAMAKRISHNA MISSION ASHRAMA SCHOOL,RANGA NATH BANERJEE,Senior Secondary,31/03/2026,"PO:HATAMUNIGUDA, DIST.RAYAGADA,ORISSA ,765020","0686 ,3212323",rkm.hatamuniguda@gmail.com,
1530054,RANGE SCHOOL,SHIVA NAND THAKUR,Senior Secondary,31/03/2023,"CHANDIPUR DISTT BALASORE ORISSA ,756025","6782 ,272152",snthakurrange@gmail.com,
2430076,RANIGANJ LIONS JDM CHANANI DAV PUB,KALYANI  NAYAK,Senior Secondary,31/03/2022,"SCHOOL LIONS EYE HOSPITAL ROAD RANIGANJ BURDWAN WEST BENGAL ,713345","0341 ,2448605",rljdmcdps@gmail.com,
1530005,RASHTRIYA GOPAL VIDYA MANDIR,INDIRA PRIYADARSHINI,Secondary School,31/03/2025,"NAYAPARA SAMBALPUR DISTT ORISSA ,768001","0663 ,2520526",indirasriya@gmail.com,
1530040,REDWOODS ENGLISH SCHOOL,ANITA DAS,Secondary School,31/03/2022,"M G ROAD JEYPORE DISTT. KORAPUT ORISSA ,764001","6854 ,240167",anita2000.das@gmail.com,
3330197,RISE & SHINE CONVENT SCHOOL,VISHAL WADHAWAN,Senior Secondary,31/03/2025,"MOTINPUR ROAD DHAMDHA ,491331","7821 ,8305333999",wadhawan.vishal2@gmail.com,http://www.risenshineschool.in
3330357,RIVERDALE WORLD SCHOOL,MRS. PUJA SHARMA,Senior Secondary,31/03/2024,"RWS ROAD, PITIYAZAR, MAHASAMUND ,493445",",07723222010",riverdaleworldschool@gmail.com,www.riverdaleworldschool.com
1530148,ROSHNI PUBLIC SCHOOL,MR. PRAMOD KUMAR BAG,Secondary School,31/03/2024,"AT- SUDPARA, PO/DIST- BOLANGIR-767001 ,767001","6652 ,06652232045",roshni_bolangir@rediffmail.com,http://www.roshnipublicschool.org
1530035,ROTARY PUBLIC SCHOOL,SAROJ KUMAR PADHY,Senior Secondary,31/03/2025,"AT/PO BARGARH DISTT.BARGARH ORISSA ,768028","6646 ,246016",sarojkumar_padhy@rediffmail.com,
1530075,ROTARY PUBLIC SCHOOL,KALINGARUDRA PANDA,Senior Secondary,31/03/2025,"ATPO ANGUL DISTT ANGUL ORISSA ,759122","6764 ,231322",kalingarudrapanda@gmail.com,
2430068,ROYAL ACADEMY,ARINDAM CHAKRABORTY,Senior Secondary,31/03/2024,"JAMUNA LAL BAJAJ STREET BEHIND SHANI MANDIR KHALPARA SILIGURI WEST BENGAL ,234405","0353 ,2571972",1993chakrabortyarindam@gmail.com,
1530299,ROYAL PUBLC SCHOOL,DR. CHANDRA KANTA NAYAK,Senior Secondary,31/03/2024,"AT- KESURA,KORADAKANTA POST-BUDHESWARI COLONY , BHUBANESWAR ,751006",",06742586162",royalpskesura@gmail.com,www.royalpublicschoolbhubaneswar.org
1530229,ROYAL PUBLIC SCHOOL,CHANDRA KANTA NAYAK,Secondary School,31/03/2025,"BIDYA BIHAR, AT/PO- MAITAPUR, VIA- RANITAL ,756111","0674 ,2585115",bishnumohan_mohanty@rediffmail.com,http://www.royalpublicschool.com
2430285,RUBY PARK PUBLIC SCHOOL,Mrs. Joyeeta Majumder,Secondary School,31/03/2024,"P-17, TRANSPORT DEPOT ROAD, BEHIND ALIPORE MINT ,700088",",03371300299",principal@rubypark.com,https://www.rubypark.com
3330200,RUNGTA INTERNATIONAL SCHOOL,Babita,Senior Secondary,31/03/2019,"VEER SAVARKAR NAGAR, NEAR NANDANVAN, ,492099","0771 ,6666666",jawahar4@yahoo.com,
3330201,RUNGTA PUBLIC SCHOOL,RANJANA YADAV,Senior Secondary,31/03/2025,"KOHKA ROAD, KURUD, BHILAI ,490024","0788 ,6009001",principal@rungtapublicschool.ac.in,http://www.rungtacolleges.com
2430227,RYAN INTERNATIONAL SCHOOL,MRS. ARUNDHATI BHATTACHARJEE,Senior Secondary,31/03/2022,"PANCHER MILE PO RAIPUR BOLPUR BIRBHUM DIST WEST BENGAL BOLPUR ,731204",",9475506821",ris.bolpur@ryangroup.org,
3330098,RYAN INTERNATIONAL SCHOOL,DHANESHWARI SHARMA,Senior Secondary,31/03/2024,"AVANTI VIHAR COLONY, LABHANDI, ,492006","0771 ,6458517",sharmadh2016@gmail.com,
1580004,S E RLY MIXED HIGHER SECONDARY SCHOOL,Bijaya laxmi mishra,Senior Secondary,31/03/2021,"BONDAMUNDA PO SUNDERGARH DISTT ORISSA ,770032","0661 ,2530116",BL.Mishra@outlook.com,
1530111,S E RLY MIXED MIDDLE SCHOOL,SHRI K RAM,Middle Class,31/03/2011,"AT/PO RAILWAY COLONY, JHARSUGUDA ,768201",",",,
2430041,S H M D SCHOOL,P G THOMAS,Senior Secondary,31/03/2024,"NEW MARKET JAIGAON P.O. JAIGAON DISTT JALPAIGURI WEST BENGAL ,735208","3566 ,264817",pgthomasshmd@gmail.com,
2430085,S K S PUBLIC SCHOOL,MRS. KULJIT KAUR,Senior Secondary,31/03/2025,"MANGALPUR RANIGANJ, DIST:PASCHIM BARDHAMAN, WEST BENGAL-713347 ,713347","0341 ,7063136889",skspsm@rediffmail.com,http://www.sksps.com
2430229,S.C.G. ENGLISH ACADEMY,Mr.PIJUSH CHANDRA PAUL,Secondary School,31/03/2021,"P.O. MATHABHANGA ,736146",",03583-255058",scgea09@gmail.com,
2430196,S.S.PUBLIC SCHOOL,MRS. ANAMIKA RAY,Senior Secondary,31/03/2026,"2/179A MAHENDRA BANARJEE ROAD ,700060","033 ,03364527002",sspublicschoolkolkata60@gmail.com,http://www.sspublicschool.net.in
3330120,SACHDEVA INTERNATIONAL SCHOOL,SHRILEKHA K KUMAR,Senior Secondary,31/03/2025,"DHUSERA, RAIPUR(C.G.) ,492001","91 ,9203939300",sisraipurprincipal@gmail.com,
3330232,SADHU RAM VIDYA MANDIR,MR. SANTOSH KUMAR SARIPALLI,Senior Secondary,31/03/2026,"PRA PARISAR SURAJPUR DISTRICT SURAJPUR (CG) ,497229","7775 ,8435005103,",srvmsurajpur@gmail.com,
3330247,SADHU RAM VIDYA MANDIR RAIGARH,MR. TUNA BISWAL,Senior Secondary,31/03/2022,"SHRI SADHU RAM PARISAR NANDELI ROAD KOSAMNARA ,496001","0776 ,07762263466,",srvmrgh@gmail.com,http://www.srvmschool.org
2430255,SAHU ACADEMY,Mr. KRISHNA KUMAR SHAW,Secondary School,31/03/2022,"20/3, NEW CHORD ROAD, NEAR KATAPOKHAR, P.O.- KANKINARA, P.S.- JAGADDAL, NORTH 24 PARGANA, WEST BENGAL ,743126","0294 ,9883836933",sacademy0091@gmail.com,
1530257,SAI INTERNATIONAL RESIDENTIAL SCHOOL,MR. AMITABH AGNIHOTRI,Senior Secondary,31/03/2023,"SAI INTERNATIONAL RESIDENTIAL SCHOOL SAI VIHAR, PLOT NO: 1400 NUAGAON, DISTRICT CUTTACK PIN CODE: 754008 ODISHA. ,754008",",06747100217",info@sirs.edu.in,www.sirs.edu.in
1530112,SAI INTERNATIONAL SCHOOL,Shri Nilakantha Panigrahi,Senior Secondary,31/03/2022,"5 A,CHANDAKA INDUSTRIAL ESTATE INFOCITY ROAD ,751024","0674 ,7100200",srprincipal@saiinternational.edu.in,http://www.saiinternationalschool.com
2430252,SAI SIMANTA MODEL SCHOOL,Mr. JAI PRAKASH RAI,Secondary School,31/03/2022,"VILLAGE-CHHAIGHORIA, KHEDAPARA,BANGAON NORTH 24-PARAGANAS ,743235",",9822377139",saisimantamschool@gmail.com,
2430062,SAI SUNDARAM SCHOOL,SAROJA CHETTRI,Senior Secondary,31/03/2024,"VILLAGE DILARAM P.O. TUNG DISTT. DARJEELING WEST BANGAL ,737224","0354 ,2342144",saisundaram@live.com,
1530206,SAI VALLEY WORLD SCHOOL,MR.SARAT KUMAR BISWAL,Senior Secondary,31/03/2022,"AT-JAMUNANAKI ,PO-KUARMUNDA ROURKELA ,770039","0661 ,09238113418,",info@saivalleyschool.in,
2480001,SAINIK SCHOOL,MR S C SHARMA,Senior Secondary,31/03/2008,"PURULIA P O MANGURIA PURULIA DISTT WEST BENGAL ,723149",",2467",ssprlwb@cal2.vsnl.net.in,
1580001,SAINIK SCHOOL,M V VASUDEVAN,Senior Secondary,31/03/2019,"BHUBANESHWAR, DISTT KHURDA, ORISSA ,751005","0712 ,481644",davcspur@dte.vsnl.net.in,
3380001,SAINIK SCHOOL AMBIKAPUR,Capt(IN) G RAMBABU,Senior Secondary,31/03/2031,"SAINIK SCHOOL AMBIKAPUR; NEAR KANYA SHIKSHA PARISAR; BISHUNPUR ROAD ,497001","07774 ,232998, 324673","sainikschoolambikapur@rediffmail.com,gr_navy@yahoo",http://www.ssap.org.in
2430172,SAINT CHRISTOPHERS MISSION SCHOOL,MISS JYOTI HAZRA,Senior Secondary,31/03/2023,"RADHANAGAR HATIA, PO-SUNDERCHAK ,713360","0341 ,09046111651",ck_gomes@yahoo.co.in,http://www.scmschool.in
3330032,SAINT HARKEWAL VIDYAPEETH HIGH SCH,JAIRAM MISHRA,Senior Secondary,31/03/2026,"NAMNAKALA AMBIKAPUR SURGUJA CHHATTISGARH ,497001","7774 ,230546",jairam.mishra01@gmail.com,http://www.shvp.info
1530276,SAINT JOSEPHS CONVENT SCHOOL,MR. BIJEESH CHACKO,Secondary School,31/03/2022,"AT, JYOTINAGAR, WARD NO 12, UDALA, DIST/ MAYURBHANJ, ODISHA ,757041",",06795232240",saintjosephudala@gmail.com,
1530250,SALIPUR PUBLIC SCHOOL,Mr.CHAITANYA KUMAR SAHOO,Secondary School,31/03/2025,"AT-MACHHUATI , PO-SLIPUR PS- SALIPUR , DIST- CUTTACK ,754202",",0671-2351281",jayantimishra73@gmail.com,http://www.spssalipur.in
2430116,SALT LAKE SHIKSHA NIKETAN,vacant,Senior Secondary,31/03/2022,"MB-684, MAHISH BATHAN, SECTOR-V, SALT LAKE CITY, KOLKATA 700102. ,700102","033 ,23671111",ssn.acadirector@gmail.com,http://www.saltlakeshikshaniketanschool.org
3330399,SANDIPANI PUBLIC SCHOOL,MRS. RITA SINGH,Secondary School,31/03/2024,"PENDRI, MASTURI ,495551",",09644166222",sps.masturi@gmail.com,http://sps.sandipanigroup.org
1530132,SANKALP,Mr. Deba Prasad Sharma,Senior Secondary,31/03/2025,"AT-RALABA, P.O. RANGIPUR, VIA GOSANINAUGAON, BRAHAMPUR-760003, GANJAM, ORISSA ,760003","0680 ,2010223",sankalpsoarshigh@gmail.com,www.sankalpschool.org
1530253,SANKHA-JYOTI PUBLIC SCHOOL,Mr.MANAGOBINDA PRADHAN,Secondary School,31/03/2025,"AT. KHINDO, PO.KULUMA, RENGALI DAM SITE, DIST. ANGUL ,759105",",09437052175, 08658892704",spradhan55@yahoo.co.in,
3330095,SANSKAR CITY INTERNATIONAL SCHOOL,DWARIKANATHA  PANDA,Senior Secondary,31/03/2023,"SANSKAR CITY THAKURTOLA G.E. ROAD, DISTT RAJNANDGAON, CHHATTISGARH ,491441","9752 ,466600",dnpanda_2009@yahoo.in,http://www.sanskarcity.com
1530224,SANSKAR INTERNATIONAL SCHOOL,MR. KARAN SAHU,Senior Secondary,31/03/2026,"AT-DANG, PO-BARDOL ,768038","91 ,06646-246781,",sanskarbargarh@gmail.com,http://www.sanskarbargarh.in
3330131,SANSKAR PUBLIC SCHOOL,RASHMI SHARMA,Senior Secondary,31/03/2025,"ORRISA ROAD, GARUMARIA, BODATIKRA, RAIGARH ,496001","7762 ,215373",ram.rgh25@yahoo.in,
1530242,SANSKAR PUBLIC SCHOOL,NAMASHREE PATI,Secondary School,31/03/2025,"AT-RAHANI,POST-BIRASAL,KAMAKHYA NAGAR, DIST-DHENKANAL ,759039","6768 ,265101",namashree.pati@gmail.com,http://www.sanskarodisha.org
3330148,SANSKAR THE GURUKUL,Sanjay Kumar Sahu,Senior Secondary,31/03/2021,"JAGDALPUR,KOLCHUR ROAD , VILLAGE - CHIDAIPADAR,BASTAR ,494001","0778 ,2226371",sanjayriti3@gmail.com,
3330386,"SANSKAR THE RISING SCHOOL,BASNA",MR. BISWAJIT SINGH BABU,Secondary School,31/03/2023,"SANSKAR THE RISING SCHOOL,PARASKOL,BASNA. DIST-MAHASAMUND ,493554",",8518061620",sanskar.academy0001@gmail.com,www.mysanskaracademy.in
1530171,SANTANU ENGLISH MEDIUM SCHOOL,Himanshu Bhusan Tripathy ,Secondary School,31/03/2021,"PLOTNO- 590 ,CHINTAMANISWER AREA,BHUBANESWAR 6 ,751006","0674 ,2312784",himanshubhusantripathy@yahoo.com,
3320265,"SANYUKT EKLAVYA AADARSH AAWASIY VIDYALAYA SONAKHAN,",.,Senior Secondary,31/03/2021,"KASDOL, CHATTISGARH-493335 ,","03592 ,234232",khanisirbong.ss@gmail.com,
3330062,SAR PUBLIC SCHOOL,Mr.  MISHRA B N,Senior Secondary,31/03/2014,"VILL RISHAB TIRATH DAMAUDHARA PO SAKTI DISTT JANJGEER CHAMPA CHHATTISGARH ,495689","07757 ,204008",rajesh.sar@redifmail.com,
2430075,SARADA VIDYA MANDIR,MR. SOUMEN ROY,Senior Secondary,31/03/2024,"SUDARSHANPUR RAIGANJ UTTAR DINAJPUR WEST BENGAL ,733134","3523 ,03523254814",saradavidyamandir12@gmail.com,
2430231,SARASWATI DEVI INTERNATIONAL SCHOOL,MRS. SUDIPTA  SARKAR,Senior Secondary,31/03/2022,"PUABAGAN, DAMODARPUR, NH-60A NEAR DHAL DANGA MORE ,722146",",03432546149",pankojkrsarkar@rediffmail.com,https://www.sdisbankura.org/
2430118,SARASWATI DEVI PUBLIC SCHOOL,JAYANTA BHATTACHARYA,Senior Secondary,31/03/2022,"VILL - GHANSHYMPUR, P.O. - PURANDARPUR, P.S. - KANDI ,742171","0343 ,2546119",sdg_sdim@rediffmail.com,http://www.sdest.org
1530023,SARASWATI VIDYA MANDIR,ABHAYA KUMAR SARANGI,Senior Secondary,31/03/2024,"P.O. RAJGANGPUR DIST SUNDERGARH, ORISSA ,770017","0662 ,220266",svmrgp@gmail.com,
1530015,SARASWATI VIDYA MANDIR,Ms. Manisha Bhaduri,Senior Secondary,31/03/2024,"BIRSA DAHAR ROURKELA -0769012, ORISSA ,769012","0661 ,06612501334",svmrkl@gmail.com,http://www.svmrklhns.org
2430286,SARASWATI WORLD SCHOOL,MRS. NUPUR DEY SARKAR,Secondary School,31/03/2023,"CHOTO KHEJURI MOR, G T ROAD ADDCO NAGAR HOOGHLY ,712121",",09875554527",sws@saraswatiworldschool.org,www.saraswatiworldschool.org
3330225,SARVODAYA PUBLIC SCHOOL,MR.RAMAKRUSHNA PANDA,Senior Secondary,31/03/2026,"VILLAGE - HIRAPUR ,495692","7758 ,07758274631,",sarvodayapublicschoolhirapur@gmail.com,http://www.sarvodayahirapur.in
3330166,SARWMANGLA VIDYALAYA,narayan singh chandra,Secondary School,31/03/2015,"VISHRAM NAGAR JHABER ,495452",",9977146266",sarwvidya@yahoo.com,
2430102,SATISH CHANDRA MEMORIAL SCHOOL,ARUP SARKAR,Senior Secondary,31/03/2025,"PUMLIA(CHOWRASTA).P.O.CHAKDAHA.DIST.NADIA ,741222","3473 ,245029",arup.sarkar202@gmail.com,
2430061,SATYA NARAYAN ACADEMY,GIRIJA SHANKAR PANJA,Senior Secondary,31/03/2024,"RAMKRISHNA NAGAR P O NARRAH DISTT BANKURA WEST BENGAL ,722101","3242 ,264252",,
3330418,"SAVITRI BAI PHULE EDUCATIONAL ACADEMY ,SADDU, RAIPUR CG",MRS. NEETA ANJALI PANDA,Secondary School,31/03/2023,"SAVIRTI BAI PHULE EDUCATIONAL ACADEMY SECTOR-5, HOUSING BOARD COLONY, SADDU, RAIPUR CG ,492014",",07712973919",sbpea.saddu@gmail.com,www.sbpea.in
1530195,SBD INTERNATIONAL SCHOOL,MR. YUDHISTIR DEBATA,Senior Secondary,31/03/2025,"AT-SAMARAIPUR, GELPUR, PO- MADHABNAGAR, ,756181","6784 ,240271",sbdintschool@rediffmail.com,http://www.sbdisbhadrak.com
3330116,SCHOLARS ENGLISH MEDIUM SCHOOL,Shraddha Trivedi,Secondary School,31/03/2023,"CIVIL LINES,RAIPUR ,492001","0771 ,4057415",trivedee.shradha@gmail.com,
1530155,SEVEN HILLS RESIDENTIAL SCHOOL,BEENA KESWICK,Senior Secondary,31/03/2024,"JHARSUGUDA HIGHWAY, PARDHIAPALI,POST-SANKARMA SAMBALPUR, ORISSA. ,768006","0663 ,3208999",beenakeswick@gmail.com,
3330091,SHAKUNTALA VIDYALAYA,Vipin Kumar,Senior Secondary,31/03/2025,"RAMNAGAR BHILAI, DISTT DURG, CHHATTISGARH ,490023","0788 ,4033217",ss_vidyalaya@rediffmail.com,
3330141,SHALINI CONVENT SCHOOL,SR JWALA,Senior Secondary,31/03/2026,"BOIRDADAR ,496001","0 ,9109792910",srjwalactc@gmail.com,
2430090,SHAMAYITA CONVENT SCHOOL,SIB NATH MUKHERJEE,Senior Secondary,31/03/2022,"PO AMARKANAN BANKURA GANGAJAL GHATI, DISTT BANKURA WEST BENGAL ,722133","3241 ,265710",shamayita.convent@gmail.com,
3330088,SHARDA VIDYALAYA,GAJINDRA BHOI,Senior Secondary,31/03/2023,"NEAR MASJID, RISALI SECTOR, BHILAI, DISTT. DURG , CHHATTISGARH ,490006","0788 ,2265810",shardavidyalaya@yahoo.co.in,
2430284,"SHEMFORD FUTURISTIC SCHOOL ,BURDWAN",MR. A.STEPHAN RAJ,Secondary School,31/03/2023,"RENAISSANCE TOWNSHIP,NAWABHAT, BURDWAN-713104 ,713104",",7047128077",shemfordburdwan@gmail.com,www.shemfordburdwan.com
3330228,"SHEMFORD FUTURISTIC SCHOOL, KAWARDHA",K G Mini Kurup,Senior Secondary,31/03/2024,"VILLAGE TALPUR ,491995","0 ,9669252425",shemfordkawardha@gmail.com,http://kawardha.shemford.com
3330389,SHIKHAR ACADEMY,MR. SUNIL GUPTA,Secondary School,31/03/2023,"DONGITARAI SAJA SAJA ,491993",",9753167666",shikharacademyb@gmail.com,
3330186,SHIVA PUBLIC HIGHER SECONDARY SCHOOL,MR. I ABID,Senior Secondary,31/03/2021,"DREAM CITY, UMDA ROAD, PATAN, BHILAI THREE, DURG ,490021","0788 ,7882281124",shivapublicschoolbhilai3@gmail.com,
3330400,SHIVA PUBLIC HR SEC SCHOOL,DR. ATUL KUMAR SHRIVASTAVA,Senior Secondary,31/03/2024,"MAITRI VIHAR, SUPELA, BHILAI ,490023",",07882294661",atulkumarshrivastava@yahoo.in,www.shivapschool.com
3330414,SHIVAM EDUCATIONAL ACADEMY,MRS. NISHA KAR,Secondary School,31/03/2024,"INDRAPRASTHA PHASE 2, RDA COLONY, RAIPURA, RAIPUR ,492013",",9009444567",seaindraprastha25@gmail.com,WWW.SEAINDRAPRASTHA.COM
3330370,SHIVANSH INTERNATIONAL SCHOOL,MRS. Rajdeep Risam,Secondary School,31/03/2022,"PIPRAUD NAYAPARA, ABHANPUR (C.G.) ,493661",",08109117450",shubhamsharma88780@gmail.com,http://shivanshinternational.com
